,Global_ID,Name,video_A,video_B
176,vid_176,YL,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AVC_crf32_AAC_br5_ds4_us4_bitrateV_9116_bitrateA_5294.mp4
177,vid_177,YL,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf60_AAC_br10_ds2_us2_bitrateV_8054_bitrateA_10152.mp4
178,vid_178,YL,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf60_AAC_br5_ds2_us2_bitrateV_8054_bitrateA_5294.mp4
179,vid_179,YL,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf63_AAC_br10_ds2_us2_bitrateV_6658_bitrateA_10152.mp4
180,vid_180,YL,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf63_AAC_br10_ds1_us1_bitrateV_11413_bitrateA_10152.mp4
181,vid_181,YL,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf63_AAC_br5_ds2_us2_bitrateV_6658_bitrateA_5294.mp4
182,vid_182,YL,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf63_AAC_br5_ds1_us1_bitrateV_11413_bitrateA_5294.mp4
183,vid_183,YL,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_driving_video_AVC_crf20_resemble_audio.mp4
184,vid_184,YL,YL_AVC_crf26_AAC_br10_ds2_us2_bitrateV_122218_bitrateA_10152.mp4,YL_AVC_crf32_AAC_br10_ds4_us4_bitrateV_9116_bitrateA_10152.mp4
185,vid_185,YL,YL_AVC_crf26_AAC_br5_ds2_us2_bitrateV_122218_bitrateA_5294.mp4,YL_AVC_crf26_AAC_br10_ds2_us2_bitrateV_122218_bitrateA_10152.mp4
