,video_A,video_B,count_A,count_B,num_subjects,valid_subjects,total_subjects,total_valid_subjects
160,YL_driving_video_AVC_crf20_resemble_audio.mp4,YL_AVC_crf30_AAC_br5_ds2_us2_bitrateV_48072_bitrateA_5294.mp4,21,21,43,42,247,242
161,YL_driving_video_AVC_crf20_resemble_audio.mp4,YL_AVC_crf32_AAC_br10_ds4_us4_bitrateV_9116_bitrateA_10152.mp4,20,22,43,42,247,242
162,YL_driving_video_AVC_crf20_resemble_audio.mp4,YL_AVC_crf32_AAC_br5_ds4_us4_bitrateV_9116_bitrateA_5294.mp4,25,17,43,42,247,242
163,YL_driving_video_AVC_crf20_resemble_audio.mp4,YL_AV1_crf60_AAC_br10_ds2_us2_bitrateV_8054_bitrateA_10152.mp4,20,22,43,42,247,242
164,YL_driving_video_AVC_crf20_resemble_audio.mp4,YL_AV1_crf60_AAC_br5_ds2_us2_bitrateV_8054_bitrateA_5294.mp4,24,18,43,42,247,242
165,YL_driving_video_AVC_crf20_resemble_audio.mp4,YL_AV1_crf63_AAC_br10_ds2_us2_bitrateV_6658_bitrateA_10152.mp4,28,14,43,42,247,242
166,YL_driving_video_AVC_crf20_resemble_audio.mp4,YL_AV1_crf63_AAC_br10_ds1_us1_bitrateV_11413_bitrateA_10152.mp4,18,24,43,42,247,242
167,YL_driving_video_AVC_crf20_resemble_audio.mp4,YL_AV1_crf63_AAC_br5_ds2_us2_bitrateV_6658_bitrateA_5294.mp4,27,15,43,42,247,242
168,YL_driving_video_AVC_crf20_resemble_audio.mp4,YL_AV1_crf63_AAC_br5_ds1_us1_bitrateV_11413_bitrateA_5294.mp4,19,23,43,42,247,242
169,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AVC_crf26_AAC_br10_ds2_us2_bitrateV_122218_bitrateA_10152.mp4,8,34,43,42,247,242
170,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AVC_crf26_AAC_br5_ds2_us2_bitrateV_122218_bitrateA_5294.mp4,17,25,43,42,247,242
171,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AVC_crf28_AAC_br5_ds2_us2_bitrateV_76922_bitrateA_5294.mp4,21,21,43,42,247,242
172,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AVC_crf28_AAC_br10_ds2_us2_bitrateV_76922_bitrateA_10152.mp4,10,32,43,42,247,242
173,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AVC_crf30_AAC_br10_ds2_us2_bitrateV_48072_bitrateA_10152.mp4,8,34,43,42,247,242
174,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AVC_crf30_AAC_br5_ds2_us2_bitrateV_48072_bitrateA_5294.mp4,13,29,43,42,247,242
175,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AVC_crf32_AAC_br10_ds4_us4_bitrateV_9116_bitrateA_10152.mp4,23,19,43,42,247,242
176,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AVC_crf32_AAC_br5_ds4_us4_bitrateV_9116_bitrateA_5294.mp4,30,12,43,42,247,242
177,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf60_AAC_br10_ds2_us2_bitrateV_8054_bitrateA_10152.mp4,18,24,43,42,247,242
178,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf60_AAC_br5_ds2_us2_bitrateV_8054_bitrateA_5294.mp4,24,18,43,42,247,242
179,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf63_AAC_br10_ds2_us2_bitrateV_6658_bitrateA_10152.mp4,19,23,43,42,247,242
180,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf63_AAC_br10_ds1_us1_bitrateV_11413_bitrateA_10152.mp4,10,32,43,42,247,242
181,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf63_AAC_br5_ds2_us2_bitrateV_6658_bitrateA_5294.mp4,27,15,43,42,247,242
182,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_AV1_crf63_AAC_br5_ds1_us1_bitrateV_11413_bitrateA_5294.mp4,18,24,43,42,247,242
183,YL_driving_video_AVC_crf20_original_audio_br10.mp4,YL_driving_video_AVC_crf20_resemble_audio.mp4,16,26,43,42,247,242
184,YL_AVC_crf26_AAC_br10_ds2_us2_bitrateV_122218_bitrateA_10152.mp4,YL_AVC_crf32_AAC_br10_ds4_us4_bitrateV_9116_bitrateA_10152.mp4,37,5,43,42,247,242
185,YL_AVC_crf26_AAC_br5_ds2_us2_bitrateV_122218_bitrateA_5294.mp4,YL_AVC_crf26_AAC_br10_ds2_us2_bitrateV_122218_bitrateA_10152.mp4,13,29,43,42,247,242
